store_nbr,item_nbr,unit_sales,cluster
7,749421,2.0,0
7,749729,3.0,0
7,750855,1.5,0
7,750856,1.0,0
7,750857,1.0,0
7,752987,2.0,0
7,754103,3.0,0
7,757880,4.0,0
7,757888,3.0,0
7,758861,4.0,0
7,759651,4.0,0
7,759657,2.5,0
7,759694,8.0,0
7,759697,4.0,0
7,759698,4.5,0
7,759890,1.5,0
7,759893,11.0,0
7,762405,2.0,0
7,764438,13.0,0
7,764439,4.0,0
7,765092,4.148,0
7,765518,6.0,0
7,765519,1.0,0
7,765520,1.0,0
7,767183,4.0,0
7,769312,4.0,0
7,769314,13.0,0
7,770453,2.0,0
7,770463,17.0,0
7,770511,2.0,0
7,771156,10.5,0
7,771157,6.5,0
7,776057,1.5,0
7,779122,2.0,0
7,781794,16.0,0
7,781796,28.0,3
7,781797,31.5,3
7,781798,16.0,0
7,787426,1.0,0
7,789223,11.0,0
7,789224,21.5,3
7,789904,1.0,0
7,789905,10.0,0
7,793341,5.0,0
7,793346,2.0,0
7,794245,3.0,0
7,795610,2.5,0
7,795612,11.5,0
7,796394,10.0,0
7,796395,7.0,0
7,796396,10.5,0
7,799461,3.5,0
7,801217,8.5,0
7,801934,6.0,0
7,802831,25.5,3
7,802832,4.0,0
7,803101,4.0,0
7,804503,2.0,0
7,804932,12.0,0
7,809183,3.5,0
7,809184,6.0,0
7,809882,7.0,0
7,812716,2.0,0
7,812725,9.0,0
7,812751,4.0,0
7,812757,7.5,0
7,812769,7.5,0
7,813167,19.5,3
7,813760,2.0,0
7,813769,10.0,0
7,813770,14.0,0
7,816606,7.5,0
7,816679,17.438,0
7,819194,2.5,0
7,819195,3.5,0
7,819206,2.244,0
7,819209,5.414,0
7,819228,21.168,3
7,819230,0.641,0
7,819932,12.0,0
7,820645,4.0,0
7,821186,2.0,0
7,823245,10.5,0
7,827911,10.0,0
7,828204,4.5,0
7,828630,1.0,0
7,829389,4.5,0
7,829414,1.0,0
7,830624,6.0,0
7,830625,1.0,0
7,830797,3.0,0
7,830806,1.0,0
7,833395,1.0,0
7,833396,3.0,0
7,833644,6.0,0
7,838215,14.0,0
7,838216,55.5,3
7,838217,11.0,0
7,838406,41.0,3
7,838407,16.5,0
7,838408,33.0,3
7,838409,16.5,0
7,838412,7.5,0
7,838413,10.5,0
7,838415,17.5,0
7,838832,3.0,0
7,838875,1.0,0
7,839362,40.0,3
7,839363,7.5,0
7,839367,8.0,0
7,839544,8.5,0
7,839545,17.0,0
7,841197,14.5,0
7,841514,4.0,0
7,841570,3.0,0
7,841583,1.5,0
7,841607,3.0,0
7,841612,14.0,0
7,841614,8.0,0
7,841667,9.0,0
7,841841,18.5,3
7,841842,15.5,0
7,843411,3.5,0
7,843462,1.5,0
7,843585,54.5,3
7,843589,2.5,0
7,843608,1.0,0
7,843609,2.0,0
7,843610,4.0,0
7,844017,11.0,0
7,844019,7.4725,0
7,846163,5.0,0
7,846565,8.5,0
7,847859,14.0,0
7,847863,1.0,0
7,847894,10.0,0
7,848765,4.0,0
7,848953,3.0,0
7,849080,8.0,0
7,849098,4.0,0
7,849142,7.0,0
7,849312,6.0,0
7,849941,2.722,0
7,850333,5.0,0
7,850334,1.5,0
7,850388,11.9895,0
7,850460,7.5,0
7,850542,3.0,0
7,850545,1.5,0
7,851982,9.5,0
7,852110,18.0,3
7,852620,13.0,0
7,852937,4.0,0
7,852938,1.5,0
7,853195,4.5,0
7,853196,3.5,0
7,856688,3.0,0
7,858872,2.0,0
7,859529,2.0,0
7,859932,2.0,0
7,859966,9.5,0
7,860548,13.0,0
7,862213,8.5,0
7,862454,29.5,3
7,864290,4.5,0
7,864508,4.0,0
7,864510,18.5,3
7,864511,3.0,0
7,865147,13.0,0
7,865155,1.0,0
7,866927,6.5,0
7,867850,4.0,0
7,868529,13.0,0
7,870544,7.5,0
7,870545,4.0,0
7,870546,3.5,0
7,870938,3.0,0
7,871118,7.873,0
7,871421,3.5,0
7,872317,2.0,0
7,874593,2.5,0
7,874990,1.5,0
7,875604,3.5,0
7,876223,1.0,0
7,876663,2.5,0
7,877513,6.5,0
7,877514,9.5,0
7,878715,3.0,0
7,881701,3.5,0
7,881910,4.5,0
7,881911,3.0,0
7,881912,1.0,0
7,882624,6.5,0
7,884878,32.0,3
7,885543,1.5,0
7,885553,1.0,0
7,886396,6.0,0
7,886398,5.5,0
7,888630,8.0,0
7,888682,11.5,0
7,888761,6.0,0
7,888763,6.5,0
7,890213,23.0,3
7,890215,12.5,0
7,890371,2.0,0
7,890372,1.5,0
7,890375,2.0,0
7,892076,8.5,0
7,895291,5.336,0
7,898656,8.5,0
7,902202,7.0,0
7,902839,1.5,0
7,903283,11.301,0
7,903284,24.066,3
7,903285,25.571,3
7,903286,11.939,0
7,903955,13.5,0
7,906979,1.0,0
7,907671,2.0,0
7,907684,6.5,0
7,908741,1.0,0
7,911429,3.0,0
7,911871,4.5,0
7,911989,5.5,0
7,913363,29.0,3
7,913364,34.5,3
7,913521,3.5,0
7,913964,6.0,0
7,913966,1.5,0
7,913967,11.0,0
7,913968,8.0,0
7,915310,1.0,0
7,915810,11.0,0
7,915980,1.0,0
7,916885,5.5,0
7,916886,22.0,3
7,920607,1.0,0
7,921042,5.0,0
7,926958,13.0,0
7,928477,3.5,0
7,929627,4.5,0
7,929893,1.0,0
7,930247,3.0,0
7,932281,5.0,0
7,936341,2.5,0
7,936994,5.5,0
7,937953,9.5,0
7,938125,4.0,0
7,938129,4.0,0
7,938436,2.0,0
7,938566,9.5,0
7,938567,14.0,0
7,938570,11.5,0
7,938574,3.5,0
7,938576,10.0,0
7,938657,14.0,0
7,938659,6.5,0
7,939207,26.5,3
7,939210,6.5,0
7,939661,5.5,0
7,939662,7.5,0
7,939663,2.5,0
7,940585,4.0,0
7,940590,12.0,0
7,940591,12.5,0
7,940592,19.5,3
7,940616,2.0,0
7,940638,1.5,0
7,949053,6.0,0
7,949243,2.5,0
7,949296,4.0,0
7,949297,3.0,0
7,949298,1.5,0
7,949299,4.0,0
7,949510,2.0,0
7,949511,3.0,0
7,949629,2.5,0
7,953404,5.0,0
7,953413,3.0,0
7,953420,7.0,0
7,953427,10.0,0
7,953428,17.5,0
7,953562,14.0,0
7,953609,3.5,0
7,954553,10.0,0
7,954796,1.0,0
7,954805,3.0,0
7,956011,1.5,0
7,956012,17.5,0
7,956013,14.0,0
7,956014,12.0,0
7,957096,6.5,0
7,958514,2.0,0
7,959437,4.0,0
7,959500,1.0,0
7,964752,21.5,3
7,964753,15.0,0
7,964848,2.0,0
7,967021,12.0,0
7,968432,16.0,0
7,968935,7.5,0
7,968936,7.5,0
7,968937,5.5,0
7,977007,7.0,0
7,979195,2.0,0
7,979197,1.0,0
7,979199,1.0,0
7,979554,5.0,0
7,982727,1.0,0
7,985823,2.0,0
7,986193,10.0,0
7,987308,13.0,0
7,988408,1.0,0
7,989092,7.5,0
7,991329,6.0,0
7,996122,6.5,0
7,996537,9.0,0
7,996597,4.0,0
7,996600,1.0,0
7,996606,3.1775,0
7,996613,6.52,0
7,999545,17.0,0
7,999546,17.0,0
7,999547,30.5,3
7,1001305,5.5,0
7,1003679,4.0,0
7,1004550,11.5,0
7,1004551,17.5,0
7,1005458,2.0,0
7,1005461,1.0,0
7,1009539,1.0,0
7,1009946,2.0,0
7,1009997,4.5,0
7,1009998,2.5,0
7,1010752,1.0,0
7,1010755,3.5,0
7,1010757,4.0,0
7,1012787,4.0,0
7,1012788,2.5,0
7,1014864,7.0,0
7,1014865,16.5,0
7,1018617,2.0,0
7,1018878,11.0,0
7,1021281,7.5,0
7,1021676,2.0,0
7,1022053,6.5,0
7,1028589,2.5,0
7,1033395,4.0,0
7,1036189,5.509,0
7,1036689,43.5,3
7,1037412,1.0,0
7,1037838,3.5,0
7,1037845,12.5,0
7,1037846,11.5,0
7,1037856,16.0,0
7,1037857,8.5,0
7,1038937,9.0,0
7,1038945,8.0,0
7,1038946,10.0,0
7,1038950,4.0,0
7,1038952,8.5,0
7,1038953,7.0,0
7,1038954,6.5,0
7,1038962,5.0,0
7,1039087,3.5,0
7,1040170,4.0,0
7,1044592,9.5,0
7,1045449,1.0,0
7,1047675,16.5,0
7,1047679,19.5,3
7,1047680,83.0,2
7,1047681,23.5,3
7,1047682,14.5,0
7,1047685,19.0,3
7,1047686,4.0,0
7,1047690,46.0,3
7,1047695,1.0,0
7,1047696,2.5,0
7,1047698,6.0,0
7,1047702,2.0,0
7,1047703,5.0,0
7,1047705,1.5,0
7,1047709,2.5,0
7,1047721,3.0,0
7,1047733,9.5,0
7,1047734,3.0,0
7,1047735,17.0,0
7,1047740,2.0,0
7,1047743,1.5,0
7,1047751,24.0,3
7,1047752,16.5,0
7,1047753,26.5,3
7,1047755,27.0,3
7,1047756,12.0,0
7,1047757,9.5,0
7,1047758,9.0,0
7,1047772,11.5,0
7,1047773,9.0,0
7,1047774,10.0,0
7,1047775,11.5,0
7,1047786,15.5,0
7,1047790,14.0,0
7,1052022,12.0,0
7,1052563,33.5,3
7,1057033,11.0,0
7,1057034,8.0,0
7,1057490,2.5,0
7,1057491,2.5,0
7,1057495,6.5,0
7,1057515,5.0,0
7,1058820,1.0,0
7,1060036,6.0,0
7,1062338,1.5,0
7,1062374,1.222,0
7,1062926,4.0,0
7,1064018,7.5,0
7,1066900,45.0,3
7,1066901,20.0,3
7,1070962,9.0,0
7,1071928,2.0,0
7,1071949,4.5,0
7,1072167,5.5,0
7,1072173,6.0,0
7,1074327,24.0,3
7,1075891,1.0,0
7,1076066,13.0,0
7,1076155,1.0,0
7,1076335,1.0,0
7,1079214,3.0,0
7,1079215,2.0,0
7,1079220,2.0,0
7,1079254,1.0,0
7,1079257,2.0,0
7,1079258,2.0,0
7,1079329,1.0,0
7,1079331,3.0,0
7,1080001,1.0,0
7,1080021,11.5,0
7,1080756,2.0,0
7,1081359,8.0,0
7,1082042,6.0,0
7,1082578,2.5,0
7,1082907,12.5,0
7,1083152,17.5,0
7,1083196,28.0,3
7,1084417,3.0,0
7,1084436,3.0,0
7,1084437,3.0,0
7,1084881,6.5,0
7,1084882,2.0,0
7,1085246,3.991,0
7,1086172,1.0,0
7,1087270,6.0,0
7,1088002,5.0,0
7,1089044,7.5,0
7,1089045,13.5,0
7,1089046,5.5,0
7,1089079,1.0,0
7,1089163,3.0,0
7,1089820,1.5,0
7,1090401,7.0,0
7,1090419,4.0,0
7,1091333,1.0,0
7,1091365,12.0,0
7,1091366,4.5,0
7,1092061,4.0,0
7,1093786,1.0,0
7,1094235,1.0,0
7,1096235,24.0,3
7,1097187,4.0,0
7,1099990,6.5,0
7,1102268,5.0,0
7,1102970,1.0,0
7,1102971,2.0,0
7,1102975,3.0,0
7,1102976,4.5,0
7,1104598,5.0,0
7,1104599,2.5,0
7,1104725,1.0,0
7,1105210,2.0,0
7,1105211,26.0,3
7,1105212,30.5,3
7,1105214,7.0,0
7,1105228,3.0,0
7,1105299,28.5,3
7,1105831,1.0,0
7,1109116,2.5,0
7,1109235,7.105,0
7,1109325,5.0,0
7,1109326,2.0,0
7,1109389,12.5,0
7,1109390,3.0,0
7,1109391,3.5,0
7,1113847,14.0,0
7,1113852,1.0,0
7,1114749,3.0,0
7,1118683,6.0,0
8,103520,9.5,0
8,103665,5.0,0
8,105574,16.5,0
8,105575,12.5,0
8,105577,9.5,0
8,105693,2.0,0
8,105737,4.5,0
8,105857,12.0,0
8,106716,5.0,0
8,108696,7.5,0
8,108698,7.5,0
8,108701,3.0,0
8,108786,6.0,0
8,108797,5.5,0
8,108831,96.57650000000001,2
8,108862,2.5,0
8,108952,1.0,0
8,111223,24.5,3
8,112830,10.0,0
8,114778,5.0,0
8,114790,10.5,0
8,114799,5.5,0
8,114800,12.0,0
8,115267,13.0,0
8,115611,18.0,3
8,115693,4.0,0
8,115720,7.5,0
8,115847,11.0,0
8,115850,10.0,0
8,115891,12.5,0
8,115892,26.0,3
8,115893,33.0,3
8,115894,31.5,3
8,116017,19.0,3
8,116279,1.0,0
8,116311,3.5,0
8,119023,3.0,0
8,119024,11.0,0
8,119026,15.0,0
8,119141,8.5,0
8,119187,2.0,0
8,119191,11.5,0
8,119624,10.5,0
8,121964,1.0,0
8,122095,2.5,0
8,122419,2.0,0
8,122425,3.0,0
8,123347,2.0,0
8,123601,7.5,0
8,123602,2.0,0
8,125430,5.0,0
8,127534,2.0,0
8,127547,12.0,0
8,129296,5.0,0
8,129297,7.0,0
8,129635,34.5,3
8,129758,15.5,0
8,153078,9.0,0
8,153239,5.0,0
8,153267,35.5,3
8,153395,10.0,0
8,153398,13.5,0
8,155601,1.0,0
8,155607,3.0,0
8,155610,11.0,0
8,155621,1.5,0
8,155625,8.5,0
8,158680,12.0,0
8,158788,4.0,0
8,158789,5.5,0
8,158842,8.0,0
8,158875,6.5,0
8,158956,11.5,0
8,159156,88.456,2
8,159242,12.0,0
8,161288,6.0,0
8,162066,4.5,0
8,164036,10.5,0
8,164037,8.0,0
8,164088,7.5,0
8,164647,7.5,0
8,165550,23.0,3
8,165551,30.0,3
8,165553,9.5,0
8,165594,24.5,3
8,165693,13.0,0
8,165704,16.5,0
8,165705,6.0,0
8,165718,1.5,0
8,165727,10.5,0
8,165988,19.0,3
8,167437,11.0,0
8,168927,7.5,0
8,168930,37.0,3
8,168989,3.5,0
8,169028,2.0,0
8,169101,1.0,0
8,169104,1.0,0
8,170791,9.5,0
8,172184,8.5,0
8,172343,2.0,0
8,173111,8.0,0
8,173113,2.5,0
8,174081,8.0,0
8,176411,1.0,0
8,177050,1.0,0
8,177395,12.5,0
8,179274,3.0,0
8,179564,2.0,0
8,179600,1.5,0
8,179615,13.5,0
8,205387,8.5,0
8,205486,6.5,0
8,207857,8.5,0
8,208384,54.5,3
8,208386,10.0,0
8,208426,6.0,0
8,208498,6.0,0
8,208514,12.0,0
8,208530,6.441,0
8,208659,8.5,0
8,208699,8.5,0
8,209085,9.5,0
8,210520,1.5,0
8,210798,4.0,0
8,211205,9.0,0
8,211206,9.0,0
8,211999,4.0,0
8,212550,3.5,0
8,212552,6.0,0
8,213066,10.5,0
8,213652,12.5,0
8,213653,2.0,0
8,213788,9.0,0
8,214381,13.5,0
8,214859,3.0,0
8,214860,5.0,0
8,214862,6.0,0
8,215303,2.0,0
8,215327,3.0,0
8,215331,5.5,0
8,215332,1.0,0
8,215352,24.5,3
8,215356,7.5,0
8,215370,1.0,0
8,215468,4.5,0
8,215896,19.0,3
8,218726,1.0,0
8,219147,13.0,0
8,219150,25.0,3
8,219152,14.5,0
8,220435,37.5,3
8,220613,1.5,0
8,222879,18.0,3
8,222975,1.5,0
8,223068,1.0,0
8,223136,6.5,0
8,223434,5.5,0
8,223463,5.5,0
8,226126,2.5,0
8,226857,19.5,3
8,227111,11.0,0
8,227728,11.5,0
8,229368,4.0,0
8,246052,4.5,0
8,252698,13.8745,0
8,252970,9.0,0
8,252972,10.5,0
8,253103,2.5,0
8,253145,2.5,0
8,255161,3.0,0
8,255202,3.5,0
8,257847,20.5,3
8,257848,14.0,0
8,258268,10.0,0
8,258376,12.5,0
8,258395,3.5,0
8,258396,39.0,3
8,258411,9.5,0
8,258537,3.5,0
8,260669,8.5,0
8,260893,13.5,0
8,261052,31.5,3
8,261053,19.0,3
8,261700,2.5,0
8,262358,1.0,0
8,262991,8.5,0
8,263583,3.5,0
8,264299,4.5,0
8,264300,3.0,0
8,264452,9.0,0
8,264576,11.0,0
8,264752,5.0,0
8,264753,9.5,0
8,265086,15.0,0
8,265237,12.5,0
8,265254,48.5,3
8,265257,5.5,0
8,265258,8.5,0
8,265266,11.5,0
8,265279,12.5,0
8,265382,4.5,0
8,265559,68.5,2
8,265672,3.0,0
8,265700,6.5,0
8,268440,6.5,0
8,268443,41.5,3
8,268623,29.0,3
8,268662,6.0,0
8,268664,20.5,3
8,268676,10.5,0
8,268834,8.0,0
8,269029,23.0,3
8,269084,4.5,0
8,269286,1.0,0
8,269287,4.0,0
8,270522,2.0,0
8,271478,10.0,0
8,271479,15.0,0
8,273528,39.0,3
8,273859,1.5,0
8,275823,2.5,0
8,275826,1.5,0
8,278806,4.0,0
8,279137,3.5,0
8,279157,7.5,0
8,279494,5.0,0
8,302952,5.0,0
8,302995,1.5,0
8,302997,4.0,0
8,302998,9.0,0
8,305079,10.0,0
8,305080,46.0,3
8,305081,10.5,0
8,305227,6.0,0
8,305229,68.0,2
8,305341,16.0,0
8,305344,4.0,0
8,305345,7.5,0
8,308726,5.0,0
8,308766,2.0,0
8,308916,4.0,0
8,308924,2.0,0
8,310644,23.0,3
8,310647,7.5,0
8,310671,6.5,0
8,311954,5.5,0
8,311994,28.722499999999997,3
8,312113,2.0,0
8,312317,1.0,0
8,312324,6.5,0
8,312596,2.0,0
8,313641,3.5,0
8,314384,72.5,2
8,314393,7.0,0
8,314570,14.5,0
8,314881,3.0,0
8,315176,44.0,3
8,315178,46.0,3
8,315179,27.5,3
8,315180,49.5,3
8,315220,15.0,0
8,315221,5.5,0
8,315277,8.5,0
8,315279,2.0,0
8,315320,2.0,0
8,315322,17.5,0
8,315460,11.5,0
8,315463,3.0,0
8,315474,8.5,0
8,315712,16.5,0
8,315713,5.0,0
8,317147,5.0,0
8,317285,13.0,0
8,318787,6.0,0
8,318847,5.5,0
8,318932,3.0,0
8,318935,4.0,0
8,319093,6.5,0
8,319094,6.5,0
8,319095,11.0,0
8,320682,49.0,3
8,321798,2.0,0
8,322094,2.5,0
8,322095,5.5,0
8,323013,17.0,0
8,323217,1.0,0
8,323921,24.5,3
8,324206,1.5,0
8,326951,14.0,0
8,329070,2.5,0
8,329071,4.0,0
8,329361,6.5,0
8,329362,14.0,0
8,329397,14.5,0
8,346065,6.5,0
8,346066,2.0,0
8,352513,10.0,0
8,354922,1.0,0
8,354964,9.0,0
8,355090,6.0,0
8,355091,6.0,0
8,357963,16.5,0
8,357996,18.0,3
8,358096,3.0,0
8,358100,21.0,3
8,358231,31.0,3
8,358232,10.0,0
8,358264,9.5,0
8,358515,8.5,0
8,358519,5.5,0
8,358561,1.0,0
8,359913,9.5,0
8,360313,20.0,3
8,360314,18.5,3
8,360703,12.5,0
8,360704,9.0,0
8,361502,26.0,3
8,362548,30.5,3
8,363049,7.5,0
8,363868,45.5,3
8,363889,2.0,0
8,363895,12.5,0
8,364413,2.5,0
8,364606,115.5,2
8,364738,142.5,2
8,364829,2.0,0
8,364832,3.0,0
8,364834,5.5,0
8,364865,10.5,0
8,365138,5.0,0
8,365139,5.5,0
8,365140,17.5,0
8,365264,5.0,0
8,368136,19.5,3
8,368140,13.0,0
8,368213,10.5,0
8,368260,10.0,0
8,368419,3.5,0
8,368424,6.5,0
8,368624,5.5,0
8,368628,32.0,3
8,369432,11.0,0
8,370042,21.0,3
8,371130,17.0,0
8,371218,7.5,0
8,371434,2.5,0
8,371437,10.0,0
8,371438,9.5,0
8,372369,4.5,0
8,372480,2.5,0
8,372924,9.5,0
8,373152,11.5,0
8,374464,3.0,0
8,376194,7.0,0
8,376427,12.5,0
8,376483,8.0,0
8,377978,2.0,0
8,378330,4.0,0
8,378332,1.5,0
8,378685,39.0,3
8,401817,22.5,3
8,401911,5.0,0
8,402136,11.0,0
8,402174,4.0,0
8,402175,7.0,0
8,402299,10.5,0
8,404336,10.0,0
8,404442,7.0,0
8,405304,2.0,0
8,406965,5.5,0
8,407499,15.5,0
8,407533,4.0,0
8,407608,7.5,0
8,407769,5.5,0
8,409738,21.5,3
8,409739,4.5,0
8,409904,6.0,0
8,410257,37.0,3
8,410866,17.5,0
8,411487,10.0,0
8,411555,9.5,0
8,413986,4.5,0
8,413987,15.5,0
8,414305,14.0,0
8,414353,37.5,3
8,414354,3.5,0
8,414421,9.0,0
8,414425,3.0,0
8,414426,2.0,0
8,414454,6.0,0
8,414478,3.5,0
8,414620,13.5,0
8,414621,13.0,0
8,414623,13.5,0
8,414750,37.5,3
8,414752,10.5,0
8,414888,7.5,0
8,417765,43.5,3
8,417835,4.0,0
8,418024,3.0,0
8,418025,8.0,0
8,418026,3.5,0
8,418235,19.5,3
8,419729,7.5,0
8,420720,17.0,0
8,421066,3.0,0
8,422452,6.5,0
8,426155,18.5,3
8,428054,2.0,0
8,428394,2.0,0
8,452022,2.0,0
8,452212,30.0,3
8,454326,11.5,0
8,454426,11.0,0
8,454589,3.0,0
8,454596,5.5,0
8,456875,2.5,0
8,457424,41.0,3
8,457425,12.0,0
8,457556,3.0,0
8,457574,20.051,3
8,457688,12.5,0
8,457928,15.531,0
8,458029,2.5,0
8,459762,12.5,0
8,459801,2.0,0
8,459804,4.0,0
8,460804,2.5,0
8,461432,1.0,0
8,461752,3.0,0
8,463458,9.5,0
8,463598,12.0,0
8,463816,1.0,0
8,463901,6.0,0
8,463903,10.5,0
8,464263,26.5,3
8,464302,8.0,0
8,464333,7.5,0
8,464334,3.5,0
8,464336,1.0,0
8,464339,6.0,0
8,464356,1.0,0
8,464374,62.0,2
8,464385,7.0,0
8,464536,7.5,0
8,464906,2.5,0
8,464907,2.0,0
8,464940,13.0,0
8,467808,12.0,0
8,468057,15.0,0
8,468058,5.5,0
8,468265,6.5,0
8,469643,1.5,0
8,470624,20.0,3
8,470625,4.5,0
8,470760,3.0,0
8,470762,2.0,0
8,471980,13.5,0
8,471985,5.0,0
8,472526,2.5,0
8,472645,4.0,0
8,472658,1.5,0
8,476261,7.5,0
8,476707,13.5,0
8,502182,5.0,0
8,502227,8.5,0
8,502230,9.5,0
8,502331,88.0,2
8,506717,2.0,0
8,507354,2.04,0
8,507457,10.0,0
8,507478,25.0,3
8,507479,12.0,0
8,507641,14.0,0
8,507867,13.0,0
8,507870,6.0,0
8,507927,3.0,0
8,507958,8.984,0
8,507969,76.241,2
8,508947,10.0,0
8,509877,2.0,0
8,510052,6.0,0
8,510054,33.0,3
8,510055,15.0,0
8,510057,10.0,0
8,511172,1.0,0
8,511394,2.0,0
8,511397,2.0,0
8,513379,2.0,0
8,513853,2.0,0
8,513855,5.0,0
8,514144,16.0,0
8,514149,5.0,0
8,514172,21.0,3
8,514242,16.0,0
8,514327,34.0,3
8,514446,2.0,0
8,514597,2.0,0
8,514757,8.0,0
8,517615,4.0,0
8,517903,5.0,0
8,517904,5.0,0
8,517905,5.0,0
8,517906,4.0,0
8,517909,7.201,0
8,518091,24.0,3
8,518094,13.0,0
8,519560,6.463,0
8,521818,4.0,0
8,522383,14.0,0
8,522721,23.0,3
8,522941,6.0,0
8,523054,2.0,0
8,525887,5.0,0
8,525902,12.0,0
8,527757,1.0,0
8,546043,2.0,0
8,552050,5.0,0
8,554047,4.0,0
8,554048,8.0,0
8,554049,20.0,3
8,554143,6.0,0
8,554152,1.0,0
8,557256,58.0,3
8,557257,25.0,3
8,557285,3.0,0
8,557286,16.0,0
8,557305,12.0,0
8,557408,12.0,0
8,557420,42.0,3
8,557810,7.0,0
8,558730,7.0,0
8,559044,6.0,0
8,559494,18.0,3
8,559680,6.0,0
8,559682,1.0,0
8,559870,60.0,2
8,559872,28.0,3
8,559873,17.0,0
8,562568,8.0,0
8,563654,12.0,0
8,563966,27.0,3
8,564272,13.0,0
8,564274,8.0,0
8,564287,45.0,3
8,564288,12.0,0
8,564533,42.0,3
8,564534,9.0,0
8,567579,1.0,0
8,567588,17.0,0
8,567623,25.0,3
8,567644,7.0,0
8,567750,8.0,0
8,567778,6.0,0
8,567781,2.0,0
8,567787,9.0,0
8,568133,5.0,0
8,570870,1.0,0
8,570917,3.0,0
8,570922,4.0,0
8,572838,4.0,0
8,573832,13.0,0
8,574898,2.0,0
8,575630,9.0,0
8,575675,5.0,0
8,575863,14.0,0
8,575875,13.0,0
8,575876,8.0,0
8,577740,4.0,0
8,577741,10.0,0
8,578097,38.0,3
8,578467,5.0,0
8,580929,10.0,0
8,581078,13.0,0
8,581742,18.0,3
8,582863,31.224,3
8,582864,40.903,3
8,582865,55.573,3
8,583795,27.067,3
8,583797,7.863,0
8,583799,28.01,3
8,583868,10.254,0
8,583925,10.624,0
8,583927,10.8,0
8,583931,9.225,0
8,583968,0.697,0
8,583973,13.009,0
8,584026,5.475,0
8,584027,10.427,0
8,584028,50.01,3
8,584076,7.535,0
8,584077,2.253,0
8,584078,23.593,3
8,584099,10.401,0
8,584188,4.83,0
8,586823,5.0,0
8,586911,5.0,0
8,586969,7.0,0
8,587069,28.0,3
8,587186,23.0,3
8,589403,1.0,0
8,592801,1.0,0
8,592942,1.0,0
8,594045,14.0,0
8,598414,4.0,0
8,603255,12.0,0
8,617092,8.0,0
8,617096,11.0,0
8,617103,10.0,0
8,617548,1.0,0
8,619965,2.0,0
8,619969,11.0,0
8,621300,20.0,3
8,623316,2.871,0
8,627263,4.0,0
8,633735,14.05,0
8,633996,1.705,0
8,634008,3.162,0
8,634009,9.695,0
8,634010,5.189,0
8,634014,9.112,0
8,634015,7.81,0
8,634054,4.717,0
8,637016,18.0,3
8,638240,10.0,0
8,638296,6.0,0
8,638308,6.0,0
8,639586,7.0,0
8,641042,12.0,0
8,645294,1.0,0
8,648313,7.0,0
8,651523,4.0,0
8,655427,5.0,0
8,655749,3.0,0
8,657869,6.0,0
8,658609,13.0,0
8,660502,3.0,0
8,660503,14.0,0
8,664537,4.0,0
8,664539,4.0,0
8,664543,14.0,0
8,664545,20.0,3
8,668752,6.0,0
8,671039,26.0,3
8,671051,4.0,0
8,671055,8.0,0
8,671062,3.0,0
8,671076,2.0,0
8,671079,1.0,0
8,671083,8.0,0
8,671084,2.0,0
8,671684,2.0,0
8,671699,2.831,0
8,671706,2.123,0
8,671908,2.0,0
8,673306,1.0,0
8,675524,22.0,3
8,679442,4.0,0
8,679602,3.0,0
8,679603,6.0,0
8,679604,5.0,0
8,679926,12.0,0
8,681606,7.0,0
8,682321,6.0,0
8,682884,9.0,0
8,683720,3.0,0
8,683721,4.0,0
8,683722,7.0,0
8,683723,10.0,0
8,686035,1.0,0
8,686036,5.0,0
8,687549,1.0,0
8,691945,17.0,0
8,692104,6.0,0
8,692105,7.0,0
8,692106,1.0,0
8,692531,4.0,0
8,692537,7.0,0
8,695758,18.833,3
8,696183,5.0,0
8,699686,41.636,3
8,699687,14.316,0
8,699692,4.597,0
8,699693,12.865,0
8,699703,41.684,3
8,699745,13.847,0
8,700607,11.0,0
8,700609,8.0,0
8,700610,3.0,0
8,716241,3.0,0
8,716242,4.0,0
8,716245,2.0,0
8,716250,40.0,3
8,716958,1.0,0
8,723184,26.0,3
8,723210,3.0,0
8,724003,9.0,0
8,724359,13.0,0
8,724360,8.0,0
8,724403,10.0,0
8,724498,21.0,3
8,729337,2.0,0
8,730258,20.0,3
8,730259,17.0,0
8,732006,2.0,0
8,732007,2.0,0
8,736128,4.0,0
8,738219,4.0,0
8,740713,4.0,0
8,740714,4.0,0
8,740722,58.0,3
8,740723,7.0,0
8,741201,25.0,3
8,741922,2.0,0
8,742735,19.0,3
8,742738,10.0,0
8,743494,13.0,0
8,743496,3.0,0
8,743497,10.0,0
8,749421,13.0,0
8,749729,4.0,0
8,750855,2.0,0
8,750856,4.0,0
8,750857,1.0,0
8,752987,8.0,0
8,757880,8.0,0
8,757888,2.0,0
8,758861,4.0,0
8,759651,4.0,0
8,759657,7.0,0
8,759694,9.0,0
8,759697,10.0,0
8,759698,19.0,3
8,759890,1.0,0
8,759893,10.0,0
8,759894,2.0,0
8,762405,5.0,0
8,764438,23.0,3
8,764439,15.0,0
8,765517,3.0,0
8,765519,2.0,0
8,765520,3.0,0
8,767183,2.0,0
8,769314,9.0,0
8,770461,1.0,0
8,770463,15.0,0
8,771156,9.0,0
8,771157,6.0,0
8,776057,1.0,0
8,779122,1.0,0
8,781794,20.0,3
8,781796,53.0,3
8,781797,37.0,3
8,781798,20.0,3
8,783243,18.0,3
